0.086,0.078539638,0.6,9.2,6.9,3,13.06339983,0.154,0
0.184,0.05972108,1.5,5.3,8.4,3,9.498299597,0.181,0
0.805,0.024626845,2.8,9.6,16.2,3,1.270200013,0.09929,1
0.142,0.015810129,0,5.9,11.6,3,2.639099904,0.35,0
0.05,0.014438134,0.7,8.6,15.8,4,3.241100083,0.144,0
0.528,0.013009964,2.3,6,5.2,2,1.121499955,0.022473,0
0.07,0.011024498,9.5,7.5,9.6,3,2.146299904,0.101,1
-0.197,0.010846026,1.1,11.7,16.2,3,0,0.273948,1
0.005,0.010684464,4.4,6.3,13.9,4,3.660000051,2.3,1
0.244,0.010588757,0.3,8.6,8.1,4,1.180999987,0.024,0
0.148,0.01001533,3.4,11.6,17.4,2,1.072139981,0.035,1
0.107,0.009832302,3.4,3.6,5.5,2,2.616400077,0.4906,0
1.068,0.009269645,2.8,9.7,12.9,3,3.19490007,0.079,1
0.683,0.008967582,18.6,10.3,8.7,3,3.851399987,0.042595,1
0.163,0.008621595,7.9,4.9,9.7,3,1.332099994,0.079,1
-0.06,0.008541177,1.6,11.2,14.4,3,0,0.208,1
0.041,0.008418658,1.1,9.9,16.8,3,2.862800077,0.05,0
0.093,0.007502183,4.9,4.5,6.6,3,1.458899968,0.309,1
0.496,0.00728153,0.8,9.6,11.5,3,2.156874957,0.067,0
0.159,0.007168264,7.3,5.7,11.2,3,0.990500045,0.288,1
0.193,0.007133206,1.5,6.5,5.6,3,1.281200026,0.13,0
0.158,0.00666333,8.8,6.7,6.9,3,1.568500019,0.02,1
0.042,0.006242644,0.5,5.7,7.7,2,1.839900058,0.132,0
0.121,0.006239081,1.4,5.2,5.2,2,1.049200026,0.078,0
0.14,0.006163412,4.6,8.1,12.1,2,3.533799834,0.189,1
0.106,0.00606631,4.2,6.3,14.3,3,1.178562458,0.1,1
0.101,0.006031601,3,8.4,13.6,3,1.383299994,0.113,1
0.021,0.005954342,3.9,5.7,8.9,3,4.510899814,0.1185,1
0.064,0.005837331,0,6.4,5.6,2,1.598999962,0.0795,0
0.343,0.005727071,0.1,6.9,7.9,2,1.056,0.152,0
0.218,0.005700823,0.3,4.8,4.6,2,1.00426496,0.71,0
0.144,0.00560479,1.9,4.6,5.9,1,0.666200013,0.025988,0
-0.061,0.005401383,1.9,15.5,15.4,5,0,0.246577,1
0.407,0.005303943,4.8,7.7,4.1,4,1.448399974,0.045,1
0.259,0.005301944,2.3,4.5,6.4,2,0.3064,0.073541,0
0.018,0.005281646,5,7.7,13.4,3,2.645499904,0.075,1
0.05,0.005258037,3,6.9,7,3,0.797500006,0.0733,0
0.052,0.005160761,0.3,7.6,14.9,2,2.113325056,0.0322,0
-0.067,0.00500345,4.4,7,5.9,3,3.154700083,0.1229,1
0.064,0.004982136,4.6,5.4,9.6,2,1.647699968,0.534,1
-0.224,0.004951167,14.1,5.8,7.6,2,0.602499994,0.015,1
0.021,0.004745477,3.6,9.5,10.7,3,1.395399987,0.0696,1
0.144,0.004690505,8.8,6,5.1,2,1.063800013,0.031,1
0.134,0.004638989,0,0,0,0,1.0368,0.072327,0
-0.058,0.004577788,0.7,9.7,11.8,3,0,0.076541,0
0.057,0.004466896,0.7,7.9,13.5,3,1.289200026,0.0242,0
0.172,0.004384268,9.4,3.7,12.1,2,1.197599949,0.030189,1
0.03,0.004265142,0,0,0,0,1.134999962,0.174,0
-0.133,0.004126544,2.3,6.7,13.1,3,5.445600051,0.20316,0
0.051,0.004012499,3.7,3.2,4.6,2,1.413699994,0.2,0
0,0.003972908,0,6.4,16.4,3,1.828900045,0.216,0
-0.009,0.003943818,10.6,8.5,10.2,3,0.844700006,0.099,1
-0.002,0.003901864,2.4,7.6,12.6,3,0.960899994,0.09,0
1.771,0.003793809,17.3,7.9,9.7,2,2.00189993,0.0099,1
0.232,0.003724338,2.4,5,3.6,1,0.605259981,0.006378,0
0.696,0.003703822,1,4.7,10.5,2,0.312999987,0.0135,0
0.208,0.003664612,0.1,9.9,8.4,2,0,0.064,0
-0.009,0.003651863,2.1,11.8,10.1,2,0,0.0342,1
0.077,0.003625107,0.5,7.6,6.7,2,1.212000051,0.2821,0
-0.08,0.003455662,5.3,7.2,15.9,3,0.874300006,0.114,1
-0.304,0.003355455,1.3,12.2,12.7,3,0,0.0451,1
0.488,0.003250854,0,0,0,0,0.405500006,0.0155,0
-0.091,0.003220626,1.8,11.8,13.1,4,0,0.228,1
0.05,0.003100938,3.2,6.6,6.9,2,0.824600013,0.07555,0
0.143,0.003095688,7.2,8.5,18.5,4,1.055299994,0.1077,1
0.098,0.002992018,0.1,9.3,6.8,2,0.645355213,0.0113,0
0.068,0.002988333,1.5,9.5,9.6,2,0.812274995,0.0184,0
0.066,0.002978719,2.5,4.3,1.7,1,0.367742106,0.002053,0
-0.081,0.002893564,7.1,7.9,19.7,4,0.0052,0.142,1
0.093,0.002876271,0,5.7,6,2,1.015299994,0.072226,0
0.1,0.00287453,1.1,5.9,7,1,0.422060006,0.056,0
0.141,0.002862234,6.9,7.7,11.3,2,0.424899994,0.04464,1
0.075,0.002858279,0.7,5.4,9.9,2,0.488899994,0.0309,0
0.215,0.002775111,3.8,5.1,2.6,1,0.816399974,0.0285,0
0.073,0.002772477,9.5,5.2,9.1,3,0.609699994,0.079,1
0.054,0.002711936,6,8,13,2,2.075899904,0.0937,1
0.118,0.002710128,0,8.1,6.2,1,0.471000013,0.02285,0
0.722,0.002683702,10.1,5.9,7.7,0,0.344805197,0.0247,1
0.266,0.00265696,1.4,6.3,8.4,1,0.0714,0.016881,0
0.089,0.002635133,1.4,8.9,8.1,1,0.320700006,0.0121,0
0.08,0.002599928,14.5,4.6,8.6,2,1.150700032,0.027605,1
-0.034,0.002560925,1.7,10.6,11.6,2,0.799800013,0.031,1
-0.013,0.002560445,4.7,6.3,13,2,1.237300019,0.006,1
-0.002,0.002529194,12.3,7.7,13.6,3,0.945799987,0.095,1
0.092,0.002484121,0.1,11.5,7.9,2,0.556299981,0.083,0
-0.002,0.00247971,14.1,11.6,15,3,0.687800013,0.168,1
0.125,0.002460066,14.8,7.3,11,2,0.786100019,0.027027,1
0.151,0.002445525,4.4,9.6,9.8,1,0.213180006,0.009793,1
0.081,0.002434985,3.7,10.8,14,3,0.460500019,0.046,1
0.026,0.002401162,0,8,14,2,1.318649958,0.0144,0
0.173,0.002383187,5.2,5.1,2.9,0,0.380600013,0.005,1
1.408,0.002328366,2,7.8,12.5,3,0.306599987,0.020097,0
0.273,0.002314008,0.8,6.7,15.4,2,0.290460006,0.0039,0
0.077,0.002312676,2.1,6.2,6.2,1,0.312205005,0.00348,0
0.094,0.002296808,2,5.1,7.6,3,1.170400051,0.45,0
0.266,0.002284944,1.9,5.1,7.4,2,0.538193408,0.34,0
-0.125,0.002220345,1.7,12.5,15.9,3,0,0.07,1
0.23,0.00220988,0,0,0,0,9.584100147,0.163906,0
-0.039,0.002209166,7.5,5.1,14.9,2,0.880700006,0.09,1
0.23,0.002201336,1.7,11.4,11.1,4,9.584100147,0.163906,1
-0.06,0.002197574,3.7,7.5,15.6,3,0.526699981,0.075,1
0.213,0.002182385,7.4,3.4,9.2,3,0.681999974,0.021,1
0.027,0.0021583,1.7,8.9,11.8,3,0,0.057668,0
0.249,0.002110297,6.6,5.8,5.1,2,1.706499994,0.044,1
0.074,0.002105386,12.9,6.7,9,2,0.309420006,0.061,1
0.013,0.002090075,6.1,6.7,9.4,3,0.4224,0.0338,1
0.035,0.002077717,1.7,10.9,8.4,1,0.329344998,0.049077,1
11.629,0.002060012,0,0,0,0,1.352800051,0.0027,0
0.134,0.002047579,8.2,3.3,5.2,2,0.508299981,0.0485,1
-0.003,0.002043125,0,0,0,0,0,0.051169,0
0.102,0.002026802,11.1,5.7,8.6,2,0.719499981,0.0171,1
0.102,0.002013477,2.9,7.6,8.9,2,0.17812,0.0157,0
0.069,0.002002956,3.5,7.4,17.3,2,1.243300045,0.204,1
0.16,0.001998051,0,5.9,16.4,2,0.464999987,0.0955,0
0.055,0.001988415,4.5,5,4,1,0.554260019,0.0169,1
1.044,0.001978332,0.4,7,10.8,2,0.923300045,0.010368,0
-0.223,0.001961849,0.2,6.3,12.5,4,0.312700006,0.0098,0
0.041,0.001942816,0,0,0,0,0.3936,0.05,0
0.059,0.001920461,4.3,6.2,9.1,2,0.391000013,0.045,1
0,0.001918874,8.5,6.9,19.5,3,0.526799974,0.1031,1
1.047,0.001916846,20.4,7.7,8.1,1,1.009900032,0.0028,1
0.099,0.001881495,5.3,5.8,9.3,2,1.217900032,0.384,1
0.105,0.001879633,8.1,3.3,11.4,2,0.5816,0.0181,1
0.107,0.001866909,1.3,5.7,11.1,1,0.393900006,0.065,0
0.073,0.001838615,5.6,9.9,14.8,3,5.544900198,1.622,1
0.902,0.001830611,25,7,12,2,1.311200051,0.011678,1
0.087,0.001824525,2.6,5.7,3.5,1,0.24205161,0.011124,0
0.227,0.001809077,5,5,3,1,0.247706496,0.0058,1
0.028,0.001766172,3.3,5.5,8.6,2,0.38645911,0.163,0
0.024,0.001751321,5.4,5.7,6.8,1,0.344199987,0.085947,1
0.101,0.001737097,1.7,6.7,8,2,0.4344,0.008858,0
0.215,0.001716336,0.1,7.2,13.3,2,0.533099981,0.0725,0
0.967,0.001709825,15.9,5.8,7,3,0.712099994,0.0177,1
0.1,0.001708104,3,10.6,12.7,2,0.323625011,0.041,1
1.763,0.001685059,18.7,9.1,9,1,0.672199987,0.001932,1
0.193,0.001682234,0,5.3,5.2,2,0.3116,0.01346,0
0.061,0.001659827,0,0,0,0,0.377900006,0.027,0
0.269,0.001656158,7.1,4.9,4.8,0,0.374384896,0.0113,1
0.309,0.0016445,3.2,4.1,6.2,0,0.114169997,0.016361,0
0.177,0.001643117,5.9,3.6,1.3,1,0.368179994,0.02,1
0.096,0.001628009,2.3,5.5,7.4,3,0.351699994,0.059,0
0.035,0.001626901,0.7,9.4,4.8,2,0.9504,0,0
0.212,0.001610186,12,6,7,3,0.463800013,0.01539,1
0.191,0.00160221,12,5,11,2,0.185292198,0.003458,1
-0.048,0.001582434,9.3,9.4,11.3,3,1.475900006,0.183,1
0.075,0.001581409,10.1,7,12.3,2,0.3976,0.0867,1
0.141,0.001576774,7.4,5.8,8.8,1,0.467800013,0.092,1
1.11,0.001553329,8.8,4.1,9.1,3,0.201500006,0.12,1
0.108,0.001528505,10.3,7.7,12.9,4,1.481200026,0.157,1
0.073,0.001511355,13,5,8,2,0.663559987,0.016688,1
0.225,0.0014943,1.4,4.7,6.1,0,0.103423699,0.0093,0
-0.055,0.001493513,14,7,14,3,0.613699994,0.036,1
0.212,0.001465023,8.7,5.6,7.4,1,0.3828,0.031,1
0.066,0.001436898,0.2,4,8.9,1,0.323957606,0.082516,0
0.132,0.001433097,9,6,8,2,0.270827494,0.047,1
0.077,0.001429857,10,5,10,2,0.335239987,0.01,1
-0.055,0.001429482,0,9,13,4,0,0.0515,0
0.074,0.001424456,8,6,8,2,0.344,0.045,1
0.161,0.001418171,11.3,5.2,10.9,3,0.254324403,0.01662,1
0.004,0.00141734,8,4,9,2,0.377329997,0.035,1
0.252,0.001402318,18,5,13,3,0.421100006,0.039218,1
0.412,0.001395112,2.8,4.6,4.7,2,0.280052301,0.058,0
0.886,0.001389501,18.2,4.7,7.2,2,0.667299994,0.009794,1
-0.102,0.001386417,0,0,0,0,0.356099994,0.047,0
0.148,0.001381024,1.2,6.5,9.8,0,0.198990003,0.015,0
0.187,0.001380906,8.8,6.6,9,3,0.945099981,0.031518,1
-0.001,0.001369817,4.6,5.6,12.7,0,0.226,0.0193,1
0.158,0.001366625,0.1,3.8,7.1,2,0.364971802,0.0651,0
0.504,0.001356291,2,14,10,2,1.580699955,0.0366,1
0.166,0.001341098,3,4,8,0,0.082609997,0.0126,0
0.047,0.00132523,1.3,7.2,10.6,2,0.258200013,0.082,0
0.148,0.001316714,11.3,3.7,6,3,0.334300006,0.035,1
0.242,0.001313016,8,7.8,5.5,2,0.270350003,0.09,1
0.103,0.001302273,3,6,9,2,0.183144704,0.04,0
0.361,0.001295127,16.6,5.2,10.1,4,1.185400013,0.0247,1
0.651,0.00129399,4.4,5.7,5.3,2,0.1905584,0.000367,1
-0.176,0.001288792,7.8,3.5,7.3,2,0.575700019,0.010529,1
0.416,0.001286846,10,3,10,2,0.448299981,0.004783,1
0.085,0.001276526,0,0,0,0,0.387800013,0.021,0
0.072,0.001267922,6,5,5,0,0.365900006,0.085,1
0.06,0.001249613,1,10.1,9.4,1,0.596299981,0.030184,0
2.003,0.00121341,20.7,7.8,8.1,2,0.550699981,0.0016,1
0.285,0.001198116,0,0,0,0,1.192100045,0.0357,0
0.021,0.001196106,2.2,5.4,6.7,3,0.252199987,0.0187,0
0.059,0.001194271,12.9,4.2,6.8,2,0.4464,0.011321,1
0.697,0.001189314,16.4,6,7,3,0.353799987,0.014,1
0.054,0.001180656,0.3,6.3,8.6,1,0.1846,0.0174,0
0.16,0.001169573,5.5,4.7,13.4,2,0.112026803,0.1,1
0.069,0.001167642,0.1,4.7,5.5,2,0.137100006,0.011,0
0.167,0.001167213,4,5,3,1,0.1849168,0.000464,0
0.053,0.001161848,6.9,5.2,8.2,3,0.432600013,0.0144,1
0.17,0.001153043,2,8,7,0,0.121564198,0.004361,0
0.023,0.001146478,1,8.6,6.6,1,1.058300006,0.040916,0
0.113,0.00114265,2.8,7,2.8,0,0.228222643,0.00303,0
0.142,0.001142099,1.1,5.6,7.6,2,0.3348,0.3306,0
-0.102,0.001131776,0,10,7,2,0.527299994,0.012447,0
0.046,0.001121079,3.4,4.1,7.4,2,0.256529997,0.061886,0
0.098,0.0011205,4.9,5.3,4.6,3,0.4232,0.101,1
0.495,0.001112847,10,9,13,2,1.182154854,0.0288,1
0.13,0.001112636,0.1,10.5,10.7,2,0.211947494,0.039876,0
0.129,0.001112466,3,5,3,0,0.155135706,0.001596,0
0.3,0.001112433,15,7,9,1,0.27585001,0.0195,1
-0.02,0.001098114,1.1,11.2,9.2,3,0,0.0496,0
0.137,0.001097817,1.3,6.8,11,1,0.34472599,0.025,0
0.121,0.001097004,9.2,6.2,13.7,2,0.328951706,0.05464,1
0.125,0.001095906,3,11,12,1,0.110011699,0.00797,1
0.088,0.001092354,0,6,5,2,0.6584,0.051,0
0.084,0.001090772,4.5,4.4,11.6,2,0.230099994,0.036,1
0.075,0.001068468,6.5,5.5,9.4,3,0.6592,0.42,1
0.154,0.001065216,7.5,6.3,9.3,3,0.472,0.013871,1
0.173,0.001064466,3.8,6.4,4,1,0.369395712,0.0024,1
0.03,0.001059872,2,4.7,11.5,3,0.602699981,0.315,0
1.016,0.001058094,7,4,7,2,0.122,0.142,1
0.258,0.001055198,2.8,7.3,13.6,3,0.29985001,0.06,0
0.123,0.00104255,7.1,5.2,3.8,2,0.22998999,0.037,1
-0.01,0.001042314,0,0,0,0,0.290499994,0.058,0
0.187,0.001042122,1,10,8,2,0.808500019,0.0543,0
0.21,0.001029287,22,7,7,2,0.380499994,0.001545,1
0.078,0.001022782,13,8,18,2,0.215500006,0.0133,1
0.111,0.001009441,3,9,7,1,0.1036624,0.01035,1
0.271,0.001002784,0,7,9,1,0.097507302,0.002993,0
0.139,0.001002536,15,5,7,1,0.286140006,0.006938,1
0.329,0.000991831,0,0,0,0,0.17884457,0.024277,0
0.258,0.000983605,1,6,4,3,0.0903,0.0098,0
0.272,0.000981206,12,5,9,2,0.352499994,0.012684,1
-0.042,0.000978028,0,7.8,13.2,3,0.392339994,0.00961,0
0.002,0.000975401,0,0,0,0,0.236,0.07,0
1.387,0.00097251,10.4,6.5,5.4,2,0.242899994,0.024,1
0.236,0.000965481,14.3,10,12.4,4,0.670300006,0.137,1
0.135,0.000954298,1.3,5.2,5.6,3,0.335132698,0.038,0
0.107,0.000953448,8,8,11,3,0.276019994,0.0285,1
